Year,Sex,Age,Value
35,1,8,471880.9688792932
35,1,9,495437.97770926636
35,1,10,504631.08175692067
35,1,11,496670.34813128127
35,1,12,488125.7044860425
35,1,13,477660.653848677
35,1,14,472973.1198498677
35,2,0,18.632511110713054
35,2,1,69.55157976094569
35,2,2,145.24174135155152
35,2,3,244.05142310352406
35,2,4,377.4731163545298
35,2,5,1211.2612030264172
35,2,6,3372.1197190202115
35,2,7,6542.850024390714
35,2,8,10688.472627125204
35,2,9,16228.449524036801
35,2,10,25359.095743904498
35,2,11,39475.84619066811
35,2,12,57439.70014562969
35,2,13,77331.38634060814
35,2,14,98726.32541814832
36,0,0,528491.3110432985
36,0,1,504864.31999669777
36,0,2,482946.76709792414
36,0,3,457633.6031329406
36,0,4,440539.6254172575
36,0,5,443827.0677269397
36,0,6,443817.14780105284
36,0,7,459005.37481329433
36,0,8,461433.76917462883
36,0,9,470755.3441491135
36,0,10,501178.4418418542
36,0,11,519055.30497069034
36,0,12,524680.995858066
36,0,13,534326.2465430388
36,0,14,542238.9029940829
36,1,0,547889.1493789506
36,1,1,523521.827056962
36,1,2,500227.3149841053
36,1,3,472936.51829498255
36,1,4,454976.99614839297
36,1,5,457382.6229949292
36,1,6,455538.31296727754
36,1,7,466121.97226395836
36,1,8,463422.9965329777
36,1,9,467078.8958862059
36,1,10,486950.55684674636
36,1,11,490593.0080402797
36,1,12,479228.8875538102
36,1,13,469062.14237702277
36,1,14,456929.8510258123
36,2,0,20.862270577407454
36,2,1,77.47780757308239
36,2,2,161.883220602839
36,2,3,265.36018375656903
36,2,4,390.0538430786046
36,2,5,1239.6098010601374
36,2,6,3333.069249986406
36,2,7,6632.600882534282
36,2,8,10665.29880651792
36,2,9,15527.097763665377
36,2,10,24799.970526496876
36,2,11,39457.44088779349
36,2,12,56966.82741030738
36,2,13,76584.28142859318
36,2,14,96063.7880329255
37,0,0,538612.0501553876
37,0,1,525532.5650106707
37,0,2,504309.5268665333
37,0,3,482188.776367314
37,0,4,456788.60539207933
37,0,5,439929.9248309032
37,0,6,443339.6358390349
37,0,7,443493.76860479417
37,0,8,458803.98547982547
37,0,9,461356.4423834033
37,0,10,470726.05970433535
37,0,11,501126.35417915037
37,0,12,519032.3378201805
37,0,13,524730.8162898715
37,0,14,531511.9589915761
37,1,0,558721.9867457745
37,1,1,544101.7142479739
37,1,2,522428.6208199037
37,1,3,499026.1533490723
37,1,4,471767.8564015941
37,1,5,453444.3209413017
37,1,6,454741.7070857713
37,1,7,452031.94784879516
37,1,8,461796.6811407646
37,1,9,458602.68756341795
37,1,10,458922.62525863346
37,1,11,473123.80350153835
37,1,12,473008.4962044712
37,1,13,460149.44411637017
37,1,14,447652.1753802266
37,2,0,24.480058670689598
37,2,1,91.15674883854983
37,2,2,188.14344935272788
37,2,3,307.1449120716448
37,2,4,438.6272844534643
37,2,5,1292.5314912960584
37,2,6,3450.629023838791
37,2,7,6625.28123438182
37,2,8,10905.241947488359
37,2,9,15604.232341439278
37,2,10,23874.492316522555
37,2,11,38793.41284421109
37,2,12,57197.58065572977
37,2,13,76248.60630711282
37,2,14,95294.56596395538
38,0,0,580487.9009061097
38,0,1,535419.1929349945
38,0,2,524585.2405804439
38,0,3,503463.4311257215
38,0,4,481358.1326842147
38,0,5,456230.9864573484
38,0,6,439520.17061899265
38,0,7,443073.18065156305
38,0,8,443347.89293471165
38,0,9,458763.54385596106
38,0,10,461359.090819673
38,0,11,470712.27512424416
38,0,12,501130.4130462009
38,0,13,519100.97538661875
38,0,14,521032.53499075206
38,1,0,602597.2202783199
38,1,1,554825.8897564423
38,1,2,542483.7086206
38,1,3,520998.992880836
38,1,4,497740.92710114276
38,1,5,470108.9988492003
38,1,6,450698.5619767849
38,1,7,451036.46511423064
38,1,8,447585.8766120194
38,1,9,456684.6485166609
38,1,10,450179.5968988092
38,1,11,445335.8991738251
38,1,12,455476.9840811853
38,1,13,453432.5391798206
38,1,14,437647.89355593885
38,2,0,32.861525221816336
38,2,1,113.51783984653582
38,2,2,233.4705147758295
38,2,3,375.5543267685359
38,2,4,532.5258291401727
38,2,5,1466.4952771903986
38,2,6,3655.603533841804
38,2,7,6976.71841217649
38,2,8,11060.486180179498
38,2,9,16164.551967160805
38,2,10,24249.58841370112
38,2,11,37670.85059968327
38,2,12,56631.16620788846
38,2,13,77003.22514466668
38,2,14,95166.0140251703
39,0,0,553577.1873968624
39,0,1,577746.1332615741
39,0,2,534666.5102818832
39,0,3,523973.2426542178
39,0,4,502890.6846986527
39,0,5,480964.5217023423
39,0,6,455928.45317129866
39,0,7,439333.8023533347
39,0,8,442976.3134770044
39,0,9,443349.9654290332
39,0,10,458785.1442446281
39,0,11,461348.91673773027
39,0,12,470725.0578859833
39,0,13,501202.16911382054
39,0,14,514454.98520141025
39,1,0,574596.4372980966
39,1,1,598978.0849590448
39,1,2,553566.7594149496
39,1,3,541360.245518778
39,1,4,519993.5408432848
39,1,5,496108.5901686294
39,1,6,467161.7691541589
39,1,7,446779.3963293945
39,1,8,446229.8795601362
39,1,9,442196.05406896066
39,1,10,447645.7162117611
39,1,11,435959.26454385975
39,1,12,427697.70054579026
39,1,13,435492.31689132436
39,1,14,429311.5126586651
39,2,0,42.18013378309541
39,2,1,161.89644758186435
39,2,2,307.79543937116154
39,2,3,493.07394155659534
39,2,4,688.2830412846226
39,2,5,1777.8715424760348
39,2,6,4203.514934484764
39,2,7,7532.30706192357
39,2,8,11868.3116881151
39,2,9,16682.283637136356
39,2,10,25483.0998071906
39,2,11,38721.553286103124
39,2,12,55545.81139472567
39,2,13,76890.77896727952
39,2,14,96619.88467597228
40,0,0,550460.4173184206
40,0,1,551443.5719768673
40,0,2,577085.7944038437
40,0,3,534324.6942331314
40,0,4,523641.3425854412
40,0,5,502651.7728805055
40,0,6,480734.7187596744
40,0,7,455802.5446748341
40,0,8,439325.65736783197
40,0,9,443113.20280918747
40,0,10,443540.93918214843
40,0,11,458936.6182882241
40,0,12,461577.0322882506
40,0,13,471120.0699008204
40,0,14,495952.7150763863
40,1,0,572410.7442966996
40,1,1,571712.8212721995
40,1,2,597366.6488554028
40,1,3,552435.6465821674
40,1,4,540386.5285382239
40,1,5,518194.9823026474
40,1,6,492637.79024193936
40,1,7,462597.5406362853
40,1,8,441462.1151485345
40,1,9,440277.1311170993
40,1,10,432661.9100849093
40,1,11,432312.39466457366
40,1,12,417320.82262086676
40,1,13,407554.4385904377
40,1,14,409987.94541518175
40,2,0,61.12471876688781
40,2,1,220.65948540431395
40,2,2,464.1273338069213
40,2,3,687.8835108778134
40,2,4,956.945392826512
40,2,5,2278.7567164561
40,2,6,5186.818768670968
40,2,7,8900.543313642735
40,2,8,13168.957581168188
40,2,9,18368.063927197196
40,2,10,26868.98434003158
40,2,11,41438.3904587936
40,2,12,58005.015014955956
40,2,13,76476.39259909962
40,2,14,97435.73103892925
41,0,0,559904.9769523646
41,0,1,549218.4324290514
41,0,2,551211.381232536
41,0,3,576864.9633814938
41,0,4,534147.1723085495
41,0,5,523455.6761386329
41,0,6,502440.7720616775
41,0,7,480601.68390137824
41,0,8,455784.3064115705
41,0,9,439460.02563887904
41,0,10,443303.6333328032
41,0,11,443712.8277399399
41,0,12,459183.26554398926
41,0,13,461994.610614718
41,0,14,464761.8816709305
41,1,0,582092.5279834435
41,1,1,570506.1220226785
41,1,2,570575.0606658637
41,1,3,596230.0888653478
41,1,4,551473.5406320979
41,1,5,538130.8828183814
41,1,6,513682.9678239349
41,1,7,486583.8141628821
41,1,8,455662.5373244181
41,1,9,434064.6054856215
41,1,10,428835.8631700054
41,1,11,415359.33352648624
41,1,12,410932.8470260716
41,1,13,394680.4155392107
41,1,14,379634.0468800239
41,2,0,95.6200818386334
41,2,1,334.00752087497506
41,2,2,660.6842189258966
41,2,3,1085.8247883745819
41,2,4,1401.0468254441678
41,2,5,3133.325727839436
41,2,6,6795.418545631689
41,2,7,11393.591430417855
41,2,8,16158.411199647559
41,2,9,21116.03852935052
41,2,10,30455.100445285316
41,2,11,44801.79767004695
41,2,12,63465.02720338995
41,2,13,81434.92189067743
41,2,14,98279.43012762662
42,0,0,569681.1039460849
42,0,1,558410.7848654372
42,0,2,548525.7069909723
42,0,3,550806.8951462279
42,0,4,576532.0210400169
42,0,5,533916.1652011143
42,0,6,523199.5129118295
42,0,7,502268.79946507904
42,0,8,480545.7376187178
42,0,9,455891.82712746545
42,0,10,439636.89778501895
42,0,11,443457.5732431869
42,0,12,443957.39451255364
42,0,13,459600.90262724715
42,0,14,454795.2202226836
42,1,0,591871.1928795483
42,1,1,579596.1433588802
42,1,2,568520.5610508039
42,1,3,568860.8509449257
42,1,4,594538.2069392414
42,1,5,548164.2102227159
42,1,6,531652.2056976708
42,1,7,505047.2353482211
42,1,8,476656.0015160568
42,1,9,445315.9453308538
42,1,10,419537.395191397
42,1,11,407475.196333654
42,1,12,390130.5241489757
42,1,13,383663.1463279279
42,1,14,362159.773554798
42,2,0,155.35770146172757
42,2,1,536.7325247031671
42,2,2,1028.0000373716127
42,2,3,1594.7409977399025
42,2,4,2289.595653747174
42,2,5,4541.685062418963
42,2,6,9546.01191705493
42,2,7,15531.309288911474
42,2,8,21604.75724803323
42,2,9,27038.71446705799
42,2,10,36297.965637641195
42,2,11,52455.666030245826
42,2,12,70703.62774059501
42,2,13,91554.4029344719
42,2,14,107006.30223618627
43,0,0,572108.8488789145
43,0,1,567617.1920816698
43,0,2,557575.3646520197
43,0,3,548175.9079612979
43,0,4,550658.1364991036
43,0,5,576423.6473864163
43,0,6,533827.206915691
43,0,7,523168.9764982102
43,0,8,502328.4450675559
43,0,9,480739.4754528883
43,0,10,456139.5659276646
43,0,11,439865.1794720257
43,0,12,443758.8578364286
43,0,13,444421.2206719131
43,0,14,451554.98995422863
43,1,0,594168.4336837877
43,1,1,588521.9262010229
43,1,2,577030.2345423468
43,1,3,566350.9491807147
43,1,4,566797.7914682431
43,1,5,589490.1778685683
43,1,6,538826.6549484476
43,1,7,518954.31814069586
43,1,8,490402.21132686874
43,1,9,461253.35482335556
43,1,10,424905.9381777771
43,1,11,391836.21087953966
43,1,12,375053.8456272294
43,1,13,356388.43318996317
43,1,14,343707.2206699842
43,2,0,248.6134162891983
43,2,1,867.2335467281797
43,2,2,1652.6258011651323
43,2,3,2496.126722341895
43,2,4,3399.596318637784
43,2,5,7304.70099808818
43,2,6,13993.567765066158
43,2,7,22485.96112533303
43,2,8,30564.188369216063
43,2,9,37600.79466736329
43,2,10,48139.348092919776
43,2,11,64672.340910006336
43,2,12,85563.4466195557
43,2,13,105261.69663689488
43,2,14,123636.32122457007
44,0,0,579281.0617728439
44,0,1,569859.5433891912
44,0,2,566552.0984967754
44,0,3,557192.856535365
44,0,4,548166.5819262187
44,0,5,550846.8747641011
44,0,6,576679.9993801024
44,0,7,534120.9156017506
44,0,8,523438.41444209643
44,0,9,502557.7699247222
44,0,10,480930.50470881874
44,0,11,456324.76412320975
44,0,12,440104.79888951726
44,0,13,444131.7640292081
44,0,14,435401.84027567244
44,1,0,600527.2457614697
44,1,1,590431.016945726
44,1,2,585263.2381168865
44,1,3,573982.1515201908
44,1,4,563286.9442802103
44,1,5,559538.803477677
44,1,6,574379.8810826169
44,1,7,519543.9187611193
44,1,8,496395.3057222799
44,1,9,466555.92206588015
44,1,10,430452.2236054507
44,1,11,385324.277999978
44,1,12,348542.7508034436
44,1,13,330342.6664821858
44,1,14,307167.786238725
44,2,0,395.3139017823163
44,2,1,1370.6932450185927
44,2,2,2642.477820087241
44,2,3,3982.0489418975008
44,2,4,5298.364847297778
44,2,5,10657.499765180219
44,2,6,22521.434938305232
44,2,7,33460.0811981267
44,2,8,45225.41792156929
44,2,9,54567.82190055415
44,2,10,68541.90719978223
44,2,11,87898.12397269244
44,2,12,108282.73274330792
44,2,13,130879.80766103805
44,2,14,145773.39165513896
45,0,0,571739.6493818897
45,0,1,579009.8982066086
45,0,2,570588.3262243483
45,0,3,567572.2061279197
45,0,4,558306.242098991
45,0,5,549284.7317293499
45,0,6,551895.5589960486
45,0,7,577619.270607543
45,0,8,534952.9007044211
45,0,9,524150.25543151697
45,0,10,503182.851286641
45,0,11,481551.5848040515
45,0,12,457095.92320230935
45,0,13,441239.3334673935
45,0,14,435424.9028635822
45,1,0,592668.1891178912
45,1,1,598198.1091700152
45,1,2,587972.9344428361
45,1,3,582239.7472105636
45,1,4,570386.6390239085
45,1,5,553137.807203256
45,1,6,538517.9993974969
45,1,7,543931.4541040006
45,1,8,486182.893234532
45,1,9,460854.9035915971
45,1,10,421467.0386416577
45,1,11,373356.11831532663
45,1,12,325282.36517582054
45,1,13,290361.19841521565
45,1,14,269047.8538241519
45,2,0,610.6592964267709
45,2,1,2175.057609275741
45,2,2,4162.543876102891
45,2,3,6338.608142261616
45,2,4,8415.667739519151
45,2,5,16358.3040243864
45,2,6,32572.146181186552
45,2,7,53787.411249287594
45,2,8,67568.4640356129
45,2,9,81421.89863719672
45,2,10,100270.16706444859
45,2,11,126343.6809802221
45,2,12,148993.3475799941
45,2,13,168236.58987928394
45,2,14,184469.31666151612
46,0,0,548852.6688796195
46,0,1,564714.1441721906
46,0,2,573776.8188169491
46,0,3,566516.7640489602
46,0,4,564309.3487626748
46,0,5,555680.888998343
46,0,6,547138.5463556481
46,0,7,550120.6708031215
46,0,8,576123.8253027463
46,0,9,533665.8483047308
46,0,10,522964.20699121716
46,0,11,501957.3188011823
46,0,12,480062.8263465867
46,0,13,455037.40496533504
46,0,14,427003.75019290653
46,1,0,568826.9537329758
46,1,1,582835.0253356751
46,1,2,588567.816867911
46,1,3,578174.8897797604
46,1,4,572095.9862156566
46,1,5,551046.714541591
46,1,6,519043.1433522146
46,1,7,493751.9522102558
46,1,8,490230.0309323225
46,1,9,433156.8166782107
46,1,10,394356.6950698829
46,1,11,339270.9160546318
46,1,12,287823.0373863738
46,1,13,244360.23016452958
46,1,14,210817.6919173657
46,2,0,894.8971499791859
46,2,1,3251.2611853432018
46,2,2,6420.160025794759
46,2,3,9728.547297987476
46,2,4,13074.964992655441
46,2,5,25006.324517816734
46,2,6,48199.21578862268
46,2,7,75462.41871749714
46,2,8,105885.28388777764
46,2,9,119191.49354229492
46,2,10,146570.82889907755
46,2,11,180954.39663079288
46,2,12,209832.86265898996
46,2,13,226809.172446669
46,2,14,231600.05719123496
47,0,0,563674.5846850658
47,0,1,546344.8363656722
47,0,2,563149.3251726978
47,0,3,572754.7735066111
47,0,4,565840.6290188918
47,0,5,563857.317776733
47,0,6,555369.1291987748
47,0,7,546919.1842199727
47,0,8,549961.0838068352
47,0,9,575989.1273613453
47,0,10,533538.2883019389
47,0,11,522816.0834994148
47,0,12,501777.1397062844
47,0,13,479834.4185337707
47,0,14,442708.4382249569
47,1,0,583634.4824306803
47,1,1,562706.591113479
47,1,2,575327.7946839901
47,1,3,579604.4486126489
47,1,4,568035.343094202
47,1,5,548679.567600288
47,1,6,507411.53064609214
47,1,7,462557.4015808426
47,1,8,429280.7662729891
47,1,9,419161.13994790724
47,1,10,349545.6799353492
47,1,11,291663.68605670665
47,1,12,235958.38130271755
47,1,13,193138.30066952854
47,1,14,158119.80648970234
47,2,0,1269.1147354346722
47,2,1,4426.083820234612
47,2,2,9008.28839964688
47,2,3,14169.52985544314
47,2,4,19022.789497006306
47,2,5,35899.32369775574
47,2,6,68213.47166820407
47,2,7,104367.06054369261
47,2,8,139685.15458210802
47,2,9,176729.99653449355
47,2,10,202589.03394933365
47,2,11,249024.29889705437
47,2,12,283984.66902842344
47,2,13,304172.9921340218
47,2,14,300433.3552131152
48,0,0,583489.2793665373
48,0,1,561735.580340523
48,0,2,545535.4258514777
48,0,3,562662.2533911339
48,0,4,572433.544963264
48,0,5,565625.4933965115
48,0,6,563679.9662057947
48,0,7,555251.1984766232
48,0,8,546867.2765819887
48,0,9,549986.4294013064
48,0,10,576036.6622105838
48,0,11,533576.2923995478
48,0,12,522868.65966899914
48,0,13,501872.6531860306
48,0,14,467310.7661447927
48,1,0,603827.7955269677
48,1,1,578389.9941231451
48,1,2,557093.3266582295
48,1,3,568581.1165717642
48,1,4,571779.5483650248
48,1,5,549951.9218786942
48,1,6,514652.1119155604
48,1,7,464069.53129265434
48,1,8,415145.00744891824
48,1,9,380523.7904991302
48,1,10,355817.45337333437
48,1,11,278003.4891841468
48,1,12,221651.20051713768
48,1,13,174765.57799555012
48,1,14,138525.787591808
48,2,0,1034.7950267135934
48,2,1,4125.197964533307
48,2,2,8809.2408074376
48,2,3,14981.040125492611
48,2,4,21514.647590965098
48,2,5,36840.14244110728
48,2,6,69763.89501251825
48,2,7,111492.63650160596
48,2,8,151812.79220723067
48,2,9,188584.74278654438
48,2,10,240251.02838591984
48,2,11,274301.35318276874
48,2,12,319191.3225838784
48,2,13,345357.28620576643
48,2,14,346157.35806999385
49,0,0,594131.6471112575
49,0,1,581127.0062862803
49,0,2,560832.005987402
49,0,3,545027.1155952255
49,0,4,562312.4738006437
49,0,5,572188.8631028462
49,0,6,565436.674734835
49,0,7,563547.0351933802
49,0,8,555175.3781846255
49,0,9,546857.1341712031
49,0,10,550005.4423307324
49,0,11,576044.9145670934
49,0,12,533608.602775662
49,0,13,522930.54220163747
49,0,14,488022.144036273
49,1,0,615592.5392214536
49,1,1,599262.6840213519
49,1,2,574191.0098030468
49,1,3,552591.8900050475
49,1,4,563423.9145663477
49,1,5,559745.6358246509
49,1,6,527391.2487937219
49,1,7,485510.04058588133
49,1,8,432496.0671705931
49,1,9,383855.2506153495
49,1,10,342269.3484898495
49,1,11,306977.6845432983
49,1,12,232996.14177145922
49,1,13,182764.07875852947
49,1,14,139678.41589869797
49,2,0,678.51080998764
49,2,1,2936.4705564974693
49,2,2,7026.989368333423
49,2,3,12536.770677985638
49,2,4,19629.116184298327
49,2,5,33234.59546028724
49,2,6,59202.68702668592
49,2,7,98801.19663121835
49,2,8,143045.87170074243
49,2,9,183176.51645950513
49,2,10,226957.32925125374
49,2,11,289190.7133869475
49,2,12,319411.05262718746
49,2,13,358191.7618244331
49,2,14,366422.7014342004
50,0,0,576874.9969501771
50,0,1,592786.9509521034
50,0,2,580611.2811830939
50,0,3,560602.5072795714
50,0,4,544897.2540229209
50,0,5,562210.0854001599
50,0,6,572087.0190969463
50,0,7,565375.1477676925
50,0,8,563533.607583276
50,0,9,555228.8723469567
50,0,10,546938.7932476226
50,0,11,550082.8659891979
50,0,12,576154.5379722872
50,0,13,533790.7521480093
50,0,14,510538.8165928215
50,1,0,597851.1278772968
50,1,1,611857.2240751451
50,1,2,595164.3968932971
50,1,3,569579.2061380316
50,1,4,547467.0971268269
50,1,5,550737.0656995169
50,1,6,534886.0086043904
50,1,7,495004.57681365317
50,1,8,449683.8685168971
50,1,9,397170.4226108389
50,1,10,342122.3055870476
50,1,11,291578.12618679175
50,1,12,253412.0925239997
50,1,13,188990.98410422096
50,1,14,144177.43582762996
50,2,0,706.9698199611546
50,2,1,2765.946813923711
50,2,2,6173.25104215409
50,2,3,11164.392088407947
50,2,4,17402.953075547935
50,2,5,32177.457304841097
50,2,6,58018.12379220491
50,2,7,91597.06318012893
50,2,8,134713.32862862584
50,2,9,178563.21751552843
50,2,10,225151.1874754849
50,2,11,277885.9132509357
50,2,12,342990.32348939317
50,2,13,363710.0064112701
50,2,14,384302.2928322868
51,0,0,566379.6222582523
51,0,1,574232.7180217921
51,0,2,591534.4403365379
51,0,3,579856.1436709623
51,0,4,560120.7615799176
51,0,5,544579.3513172461
51,0,6,561963.5195801114
51,0,7,571899.8982457978
51,0,8,565231.6099751317
51,0,9,563417.1830293437
51,0,10,555114.4288437418
51,0,11,546810.6656491983
51,0,12,549952.3508182605
51,0,13,576013.1972488759
51,0,14,520605.353328581
51,1,0,585774.3251438878
51,1,1,592682.1866510788
51,1,2,606675.0840577232
51,1,3,589432.7149757463
51,1,4,563378.9072255725
51,1,5,533520.897101102
51,1,6,523397.50516304566
51,1,7,498298.22799338715
51,1,8,454388.2337801389
51,1,9,408858.3948253782
51,1,10,349415.0963108297
51,1,11,286384.46967578307
51,1,12,235756.9736147032
51,1,13,200913.65683022025
51,1,14,145578.96649390264
51,2,0,770.6389213873183
51,2,1,2955.2599747492773
51,2,2,6435.241408396466
51,2,3,10934.524397773188
51,2,4,16731.611848974324
51,2,5,30937.854178209556
51,2,6,59212.26651949136
51,2,7,94386.72029766382
51,2,8,132058.66331550851
51,2,9,175431.00378060347
51,2,10,226223.47654095243
51,2,11,280780.6617167341
51,2,12,333582.49002677284
51,2,13,395330.7030286949
51,2,14,393706.75111095
52,0,0,556262.4571896372
52,0,1,563540.5223283061
52,0,2,572918.5972635892
52,0,3,590721.8155759117
52,0,4,579363.101868616
52,0,5,559828.6765759452
52,0,6,544395.597240449
52,0,7,561826.0719539238
52,0,8,571782.3623165453
52,0,9,565114.1250827715
52,0,10,563280.2229955016
52,0,11,554957.4544501043
52,0,12,546643.9236279103
52,0,13,549785.6029227084
52,0,14,562761.8405430542
52,1,0,575063.5345608756
52,1,1,580251.3385281769
52,1,2,587231.7645538816
52,1,3,600331.1789327865
52,1,4,582467.6478630585
52,1,5,547942.672034252
52,1,6,505167.0505424899
52,1,7,485113.4578720899
52,1,8,454593.7543881877
52,1,9,410283.26812044106
52,1,10,356427.875249351
52,1,11,288886.665646877
52,1,12,228175.674475316
52,1,13,183937.74885501273
52,1,14,152494.50125157545
52,2,0,827.4167990818145
52,2,1,3176.434066042264
52,2,2,6834.940372378879
52,2,3,11729.599384603353
52,2,4,17214.889143285964
52,2,5,31726.980996254744
52,2,6,58991.17423054134
52,2,7,97261.12422747123
52,2,8,137890.51749682342
52,2,9,175973.74893735696
52,2,10,227659.41242355388
52,2,11,286538.89335935406
52,2,12,338777.9056176056
52,2,13,385206.85515226034
52,2,14,430283.552241891
